hf_allocation,hf_harvest_rate,backend_strategy,refi_cap,hf_liquidation_cap,routing_policy,trigger_threshold,lp_cash_moic,lp_hurdle_achieved,year_hurdle_achieved,gp_residual_nav,total_gp_economics,trigger_executed,trigger_hf_pct,trigger_refi_pct,final_fund_nav
0.1,0.5,No Refi,0.0,1.0,Very Backend Heavy,0.5,0.0,False,,0.0,281955.3235600343,False,0.0,0.0,26830547.502294708
0.1,0.5,No Refi,0.0,1.0,Very Backend Heavy,1.0,0.0,False,,0.0,281955.3235600343,False,0.0,0.0,26830547.502294708
0.1,0.5,No Refi,0.0,1.0,Very Backend Heavy,1.25,0.0,False,,0.0,281955.3235600343,False,0.0,0.0,26830547.502294708
0.2,0.0,Refi Led,0.4,0.85,Current,0.0,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,Refi Led,0.4,0.85,Current,0.1,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,Refi Led,0.4,0.85,Current,0.5,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,Refi Led,0.4,0.85,Current,1.0,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,Refi Led,0.4,0.85,Current,1.25,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,Balanced Liquidity,0.35,0.85,Current,0.0,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,Balanced Liquidity,0.35,0.85,Current,0.1,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,Balanced Liquidity,0.35,0.85,Current,0.5,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,Balanced Liquidity,0.35,0.85,Current,1.0,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,Balanced Liquidity,0.35,0.85,Current,1.25,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,HF Led,0.15,1.0,Current,0.0,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,HF Led,0.15,1.0,Current,0.1,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,HF Led,0.15,1.0,Current,0.5,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,HF Led,0.15,1.0,Current,1.0,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,HF Led,0.15,1.0,Current,1.25,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,No Refi,0.0,1.0,Current,0.0,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,No Refi,0.0,1.0,Current,0.1,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,No Refi,0.0,1.0,Current,0.5,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,No Refi,0.0,1.0,Current,1.0,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,No Refi,0.0,1.0,Current,1.25,0.10879735698819626,False,,0.0,248784.10902355966,False,0.0,0.0,26439109.36565624
0.2,0.0,Refi Led,0.4,0.85,More Aggressive HF Compounding,0.0,2.0,True,8.0,8696219.567550622,8945003.676574182,True,0.7213361612835003,0.21102510086896895,8696219.567550622
0.2,0.0,Refi Led,0.4,0.85,More Aggressive HF Compounding,0.1,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,Refi Led,0.4,0.85,More Aggressive HF Compounding,0.5,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,Refi Led,0.4,0.85,More Aggressive HF Compounding,1.0,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,Refi Led,0.4,0.85,More Aggressive HF Compounding,1.25,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,0.0,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,0.1,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,0.5,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,1.0,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,1.25,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,HF Led,0.15,1.0,More Aggressive HF Compounding,0.0,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,HF Led,0.15,1.0,More Aggressive HF Compounding,0.1,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,HF Led,0.15,1.0,More Aggressive HF Compounding,0.5,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,HF Led,0.15,1.0,More Aggressive HF Compounding,1.0,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,HF Led,0.15,1.0,More Aggressive HF Compounding,1.25,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,No Refi,0.0,1.0,More Aggressive HF Compounding,0.0,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,No Refi,0.0,1.0,More Aggressive HF Compounding,0.1,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,No Refi,0.0,1.0,More Aggressive HF Compounding,0.5,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,No Refi,0.0,1.0,More Aggressive HF Compounding,1.0,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,No Refi,0.0,1.0,More Aggressive HF Compounding,1.25,0.05439867849409813,False,,0.0,248784.10902355966,False,0.0,0.0,28152232.782609638
0.2,0.0,Refi Led,0.4,0.85,Very Backend Heavy,0.0,2.0,True,8.0,8930046.893953104,9178831.002976663,True,0.7153159639451107,0.20528535756079108,8930046.893953104
0.2,0.0,Refi Led,0.4,0.85,Very Backend Heavy,0.1,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,Refi Led,0.4,0.85,Very Backend Heavy,0.5,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,Refi Led,0.4,0.85,Very Backend Heavy,1.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,Refi Led,0.4,0.85,Very Backend Heavy,1.25,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,Balanced Liquidity,0.35,0.85,Very Backend Heavy,0.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,Balanced Liquidity,0.35,0.85,Very Backend Heavy,0.1,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,Balanced Liquidity,0.35,0.85,Very Backend Heavy,0.5,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,Balanced Liquidity,0.35,0.85,Very Backend Heavy,1.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,Balanced Liquidity,0.35,0.85,Very Backend Heavy,1.25,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,HF Led,0.15,1.0,Very Backend Heavy,0.0,2.0,True,8.0,8930046.893953105,9178831.002976665,True,0.8538902723015792,0.06671104920432251,8930046.893953105
0.2,0.0,HF Led,0.15,1.0,Very Backend Heavy,0.1,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,HF Led,0.15,1.0,Very Backend Heavy,0.5,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,HF Led,0.15,1.0,Very Backend Heavy,1.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,HF Led,0.15,1.0,Very Backend Heavy,1.25,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,No Refi,0.0,1.0,Very Backend Heavy,0.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,No Refi,0.0,1.0,Very Backend Heavy,0.1,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,No Refi,0.0,1.0,Very Backend Heavy,0.5,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,No Refi,0.0,1.0,Very Backend Heavy,1.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.0,No Refi,0.0,1.0,Very Backend Heavy,1.25,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28930046.893953104
0.2,0.25,Refi Led,0.4,0.85,Current,0.0,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,Refi Led,0.4,0.85,Current,0.1,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,Refi Led,0.4,0.85,Current,0.5,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,Refi Led,0.4,0.85,Current,1.0,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,Refi Led,0.4,0.85,Current,1.25,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,Balanced Liquidity,0.35,0.85,Current,0.0,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,Balanced Liquidity,0.35,0.85,Current,0.1,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,Balanced Liquidity,0.35,0.85,Current,0.5,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,Balanced Liquidity,0.35,0.85,Current,1.0,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,Balanced Liquidity,0.35,0.85,Current,1.25,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,HF Led,0.15,1.0,Current,0.0,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,HF Led,0.15,1.0,Current,0.1,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,HF Led,0.15,1.0,Current,0.5,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,HF Led,0.15,1.0,Current,1.0,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,HF Led,0.15,1.0,Current,1.25,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,No Refi,0.0,1.0,Current,0.0,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,No Refi,0.0,1.0,Current,0.1,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,No Refi,0.0,1.0,Current,0.5,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,No Refi,0.0,1.0,Current,1.0,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,No Refi,0.0,1.0,Current,1.25,0.15325987053124782,False,,0.0,248784.10902355966,False,0.0,0.0,25564039.730747197
0.2,0.25,Refi Led,0.4,0.85,More Aggressive HF Compounding,0.0,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,Refi Led,0.4,0.85,More Aggressive HF Compounding,0.1,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,Refi Led,0.4,0.85,More Aggressive HF Compounding,0.5,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,Refi Led,0.4,0.85,More Aggressive HF Compounding,1.0,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,Refi Led,0.4,0.85,More Aggressive HF Compounding,1.25,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,0.0,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,0.1,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,0.5,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,1.0,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,1.25,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,HF Led,0.15,1.0,More Aggressive HF Compounding,0.0,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,HF Led,0.15,1.0,More Aggressive HF Compounding,0.1,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,HF Led,0.15,1.0,More Aggressive HF Compounding,0.5,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,HF Led,0.15,1.0,More Aggressive HF Compounding,1.0,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,HF Led,0.15,1.0,More Aggressive HF Compounding,1.25,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,No Refi,0.0,1.0,More Aggressive HF Compounding,0.0,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,No Refi,0.0,1.0,More Aggressive HF Compounding,0.1,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,No Refi,0.0,1.0,More Aggressive HF Compounding,0.5,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,No Refi,0.0,1.0,More Aggressive HF Compounding,1.0,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,No Refi,0.0,1.0,More Aggressive HF Compounding,1.25,0.07985302698167719,False,,0.0,248784.10902355966,False,0.0,0.0,27587344.852664214
0.2,0.25,Refi Led,0.4,0.85,Very Backend Heavy,0.0,2.0,True,8.0,8771517.05939022,9020301.16841378,True,0.7021067372801847,0.2052853575607911,8771517.05939022
0.2,0.25,Refi Led,0.4,0.85,Very Backend Heavy,0.1,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,Refi Led,0.4,0.85,Very Backend Heavy,0.5,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,Refi Led,0.4,0.85,Very Backend Heavy,1.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,Refi Led,0.4,0.85,Very Backend Heavy,1.25,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,Balanced Liquidity,0.35,0.85,Very Backend Heavy,0.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,Balanced Liquidity,0.35,0.85,Very Backend Heavy,0.1,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,Balanced Liquidity,0.35,0.85,Very Backend Heavy,0.5,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,Balanced Liquidity,0.35,0.85,Very Backend Heavy,1.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,Balanced Liquidity,0.35,0.85,Very Backend Heavy,1.25,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,HF Led,0.15,1.0,Very Backend Heavy,0.0,2.0,True,8.0,8771517.05939022,9020301.16841378,True,0.832754553908509,0.07463754093246674,8771517.05939022
0.2,0.25,HF Led,0.15,1.0,Very Backend Heavy,0.1,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,HF Led,0.15,1.0,Very Backend Heavy,0.5,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,HF Led,0.15,1.0,Very Backend Heavy,1.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,HF Led,0.15,1.0,Very Backend Heavy,1.25,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,No Refi,0.0,1.0,Very Backend Heavy,0.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,No Refi,0.0,1.0,Very Backend Heavy,0.1,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,No Refi,0.0,1.0,Very Backend Heavy,0.5,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,No Refi,0.0,1.0,Very Backend Heavy,1.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.25,No Refi,0.0,1.0,Very Backend Heavy,1.25,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28771517.05939022
0.2,0.5,Refi Led,0.4,0.85,Current,0.0,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,Refi Led,0.4,0.85,Current,0.1,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,Refi Led,0.4,0.85,Current,0.5,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,Refi Led,0.4,0.85,Current,1.0,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,Refi Led,0.4,0.85,Current,1.25,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,Balanced Liquidity,0.35,0.85,Current,0.0,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,Balanced Liquidity,0.35,0.85,Current,0.1,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,Balanced Liquidity,0.35,0.85,Current,0.5,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,Balanced Liquidity,0.35,0.85,Current,1.0,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,Balanced Liquidity,0.35,0.85,Current,1.25,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,HF Led,0.15,1.0,Current,0.0,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,HF Led,0.15,1.0,Current,0.1,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,HF Led,0.15,1.0,Current,0.5,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,HF Led,0.15,1.0,Current,1.0,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,HF Led,0.15,1.0,Current,1.25,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,No Refi,0.0,1.0,Current,0.0,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,No Refi,0.0,1.0,Current,0.1,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,No Refi,0.0,1.0,Current,0.5,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,No Refi,0.0,1.0,Current,1.0,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,No Refi,0.0,1.0,Current,1.25,0.1936262373551753,False,,0.0,248784.10902355966,False,0.0,0.0,24750761.39059552
0.2,0.5,Refi Led,0.4,0.85,More Aggressive HF Compounding,0.0,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,Refi Led,0.4,0.85,More Aggressive HF Compounding,0.1,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,Refi Led,0.4,0.85,More Aggressive HF Compounding,0.5,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,Refi Led,0.4,0.85,More Aggressive HF Compounding,1.0,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,Refi Led,0.4,0.85,More Aggressive HF Compounding,1.25,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,0.0,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,0.1,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,0.5,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,1.0,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,Balanced Liquidity,0.35,0.85,More Aggressive HF Compounding,1.25,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,HF Led,0.15,1.0,More Aggressive HF Compounding,0.0,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,HF Led,0.15,1.0,More Aggressive HF Compounding,0.1,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,HF Led,0.15,1.0,More Aggressive HF Compounding,0.5,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,HF Led,0.15,1.0,More Aggressive HF Compounding,1.0,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,HF Led,0.15,1.0,More Aggressive HF Compounding,1.25,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,No Refi,0.0,1.0,More Aggressive HF Compounding,0.0,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,No Refi,0.0,1.0,More Aggressive HF Compounding,0.1,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,No Refi,0.0,1.0,More Aggressive HF Compounding,0.5,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,No Refi,0.0,1.0,More Aggressive HF Compounding,1.0,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,No Refi,0.0,1.0,More Aggressive HF Compounding,1.25,0.10380473827933867,False,,0.0,248784.10902355966,False,0.0,0.0,27047300.301704086
0.2,0.5,Refi Led,0.4,0.85,Very Backend Heavy,0.0,2.0,True,8.0,8615498.067340206,8864282.176363766,True,0.6892875580953837,0.2052853575607911,8615498.067340206
0.2,0.5,Refi Led,0.4,0.85,Very Backend Heavy,0.1,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,Refi Led,0.4,0.85,Very Backend Heavy,0.5,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,Refi Led,0.4,0.85,Very Backend Heavy,1.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,Refi Led,0.4,0.85,Very Backend Heavy,1.25,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,Balanced Liquidity,0.35,0.85,Very Backend Heavy,0.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,Balanced Liquidity,0.35,0.85,Very Backend Heavy,0.1,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,Balanced Liquidity,0.35,0.85,Very Backend Heavy,0.5,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,Balanced Liquidity,0.35,0.85,Very Backend Heavy,1.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,Balanced Liquidity,0.35,0.85,Very Backend Heavy,1.25,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,HF Led,0.15,1.0,Very Backend Heavy,0.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,HF Led,0.15,1.0,Very Backend Heavy,0.1,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,HF Led,0.15,1.0,Very Backend Heavy,0.5,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,HF Led,0.15,1.0,Very Backend Heavy,1.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,HF Led,0.15,1.0,Very Backend Heavy,1.25,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,No Refi,0.0,1.0,Very Backend Heavy,0.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,No Refi,0.0,1.0,Very Backend Heavy,0.1,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,No Refi,0.0,1.0,Very Backend Heavy,0.5,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
0.2,0.5,No Refi,0.0,1.0,Very Backend Heavy,1.0,0.0,False,,0.0,248784.10902355966,False,0.0,0.0,28615498.06734021
