scenario,year,bonus_depreciation,straight_line_depreciation,total_depreciation,cumulative_depreciation,interest_deduction,cumulative_interest_deduction,total_deductions,cumulative_deductions,hf_stcg,re_taxable_income,total_taxable_income_no_benefit,total_taxable_income_with_benefit,tax_no_benefit,tax_with_benefit,tax_savings,cumulative_tax_savings,lp_cash_distributions,after_tax_cash_ideal,cumulative_after_tax_cash_ideal,after_tax_moic_ideal,passive_loss_generated,passive_loss_used,passive_loss_carryforward
slow_grind,12,0.0,218181.81818181818,218181.81818181818,4618181.81818182,525000.0,6300000.0,743181.8181818181,10918181.81818182,583127.1215249061,66027.05538212025,867335.9950888446,649154.1769070264,320914.3181828725,240187.0454555998,80727.2727272727,1044417.5000000001,77750.28286998748,158477.5555972602,1818358.1635466646,0.18183581635466647,0.0,0.0,0.0
slow_grind,13,0.0,218181.81818181818,218181.81818181818,4836363.636363639,525000.0,6825000.0,743181.8181818181,11661363.636363639,604075.3357795505,94592.12861892738,916849.282580296,698667.4643984779,339234.2345547095,258506.96182743684,80727.27272727268,1125144.7727272727,80543.37810394006,161270.65083121276,1979628.8143778774,0.19796288143778773,0.0,0.0,0.0
slow_grind,14,0.0,218181.81818181818,218181.81818181818,5054545.454545457,525000.0,7350000.0,743181.8181818181,12404545.454545457,625770.2985346799,124165.54894099344,968117.6656574914,749935.8474756733,358203.5362932718,277476.2635659991,80727.2727272727,1205872.0454545454,83436.03980462399,164163.3125318967,2143792.1269097743,0.21437921269097743,0.0,0.0,0.0
slow_grind,15,0.0,218181.81818181818,218181.81818181818,5272727.272727275,525000.0,7875000.0,743181.8181818181,13147727.272727275,648238.5155431076,154782.91100042866,1021203.2447253545,803021.4265435364,377845.20054838114,297117.92782110843,80727.2727272727,1286599.3181818181,19062079.91854477,19142807.191272043,21286599.318181816,2.1286599318181816,0.0,0.0,0.0
hedge_fund_failure_re_survival,1,2000000.0,218181.81818181818,2218181.8181818184,2218181.8181818184,525000.0,525000.0,2743181.8181818184,2743181.8181818184,457087.5,-2105681.8181818184,569587.5,-1648594.3181818184,210747.375,0.0,210747.375,210747.375,60945.0,271692.375,271692.375,0.0271692375,2105681.8181818184,457087.5,1648594.3181818184
hedge_fund_failure_re_survival,2,0.0,218181.81818181818,218181.81818181818,2436363.6363636367,525000.0,1050000.0,743181.8181818181,3486363.6363636367,478316.25,-76675.56818181818,619822.5,401640.6818181818,229334.325,148607.05227272728,80727.27272727274,291474.6477272727,63775.5,144502.77272727274,416195.1477272727,0.04161951477272727,76675.56818181818,478316.25,1246953.6363636365
hedge_fund_failure_re_survival,3,0.0,218181.81818181818,218181.81818181818,2654545.454545455,525000.0,1575000.0,743181.8181818181,4229545.454545455,500521.68984375003,-46349.53380681813,672353.9742187501,454172.1560369319,248770.97046093756,168043.6977336648,80727.27272727276,372201.92045454547,66736.22531250001,147463.4980397728,563658.6457670454,0.05636586457670455,46349.53380681813,500521.68984375003,792781.4803267044
hedge_fund_failure_re_survival,4,0.0,218181.81818181818,218181.81818181818,2872727.2727272734,525000.0,2100000.0,743181.8181818181,4972727.272727273,523748.5284621095,-14643.66486775555,727286.681776172,509104.86359435396,269096.07225718367,188368.79952991096,80727.2727272727,452929.1931818182,69833.13712828128,150560.409855554,714219.0556225994,0.07142190556225994,14643.66486775555,523748.5284621095,283676.61673235043
hedge_fund_failure_re_survival,5,0.0,218181.81818181818,218181.81818181818,3090909.0909090918,525000.0,2625000.0,743181.8181818181,5715909.090909092,548043.5157808659,18504.82110803417,784730.1550707184,566548.3368889,290350.1573761658,209622.884648893,80727.2727272728,533656.4659090909,73072.46877078211,153799.7414980549,868018.7971206544,0.08680187971206543,0.0,283676.61673235043,0.0
hedge_fund_failure_re_survival,6,0.0,218181.81818181818,218181.81818181818,3309090.90909091,525000.0,3150000.0,743181.8181818181,6459090.90909091,573455.5357544689,53161.56319572235,844798.9171320093,626617.0989501912,312575.5993388434,231848.32661157072,80727.2727272727,614383.7386363636,76460.73810059586,157188.01082786857,1025206.807948523,0.1025206807948523,0.0,0.0,0.0
hedge_fund_failure_re_survival,7,0.0,218181.81818181818,218181.81818181818,3527272.7272727285,525000.0,3675000.0,743181.8181818181,7202272.727272728,600035.7036370104,89395.18704840058,907612.708867229,689430.8906854109,335816.7022808748,255089.42955360204,80727.27272727274,695111.0113636364,80004.76048493473,160732.03321220746,1185938.8411607305,0.11859388411607305,0.0,0.0,0.0
hedge_fund_failure_re_survival,8,0.0,218181.81818181818,218181.81818181818,3745454.545454547,525000.0,4200000.0,743181.8181818181,7945454.545454547,627837.4676833502,127277.44078637537,973296.7266515438,755114.9084697256,360119.78886107117,279392.51613379846,80727.2727272727,775838.2840909091,83711.66235778003,164438.93508505274,1350377.776245783,0.1350377776245783,0.0,0.0,0.0
hedge_fund_failure_re_survival,9,0.0,218181.81818181818,218181.81818181818,3963636.363636365,525000.0,4725000.0,743181.8181818181,8688636.363636365,656916.7154820699,166883.33706942812,1041981.870733316,823800.0525514979,385533.29217132693,304806.0194440542,80727.2727272727,856565.5568181818,87588.89539760932,168316.16812488204,1518693.9443706651,0.1518693944370665,0.0,0.0,0.0
hedge_fund_failure_re_survival,10,0.0,218181.81818181818,218181.81818181818,4181818.1818181835,525000.0,5250000.0,743181.8181818181,9431818.181818184,687331.8851311095,208291.3016333598,1113805.0049462875,895623.1867644694,412107.85183012637,331380.57910285366,80727.2727272727,937292.8295454545,91644.2513508146,172371.5240780873,1691065.4684487525,0.16910654684487525,0.0,0.0,0.0
hedge_fund_failure_re_survival,11,0.0,218181.81818181818,218181.81818181818,4400000.000000002,525000.0,5775000.0,743181.8181818181,10175000.000000002,719144.0814765454,251583.32858495024,1188909.2282433137,970727.4100614956,439896.41445002606,359169.14172275335,80727.2727272727,1018020.1022727272,95885.87753020607,176613.15025747876,1867678.6187062312,0.18676786187062314,0.0,0.0,0.0
hedge_fund_failure_re_survival,12,0.0,218181.81818181818,218181.81818181818,4618181.81818182,525000.0,6300000.0,743181.8181818181,10918181.81818182,752417.1976449981,296845.1427628382,1267444.1585896546,1049262.3404078363,468954.3386781722,388227.0659508994,80727.27272727282,1098747.375,100322.2930193331,181049.56574660592,2048728.184452837,0.2048728184452837,0.0,0.0,0.0
hedge_fund_failure_re_survival,13,0.0,218181.81818181818,218181.81818181818,4836363.636363639,525000.0,6825000.0,743181.8181818181,11661363.636363639,787218.0421106473,344166.3694858201,1349566.2297782856,1131384.4115964675,499339.5050179657,418612.232290693,80727.2727272727,1179474.6477272727,104962.40561475298,185689.67834202567,2234417.8627948626,0.22344178627948627,0.0,0.0,0.0
hedge_fund_failure_re_survival,14,0.0,218181.81818181818,218181.81818181818,5054545.454545457,525000.0,7350000.0,743181.8181818181,12404545.454545457,823616.4715488033,393640.7120246975,1435439.001755319,1217257.1835735007,531112.4306494681,450385.15792219527,80727.27272727282,1260201.9204545454,109815.52953984044,190542.80226711326,2424960.665061976,0.2424960665061976,0.0,0.0,0.0
hedge_fund_failure_re_survival,15,0.0,218181.81818181818,218181.81818181818,5272727.272727275,525000.0,7875000.0,743181.8181818181,13147727.272727275,861685.5297394483,445366.13714909385,1525233.4850703604,1307051.6668885422,564336.3894760333,483609.1167487606,80727.27272727265,1340929.1931818181,114891.40396525979,195618.67669253243,2620579.341754508,0.2620579341754508,0.0,0.0,0.0
hedge_fund_failure_re_survival,16,0.0,218181.81818181818,218181.81818181818,5490909.090909094,525000.0,8400000.0,743181.8181818181,13890909.090909094,901501.5927961473,499445.0691166501,1619128.4800946154,1400946.6619127975,599077.5376350076,518350.26490773505,80727.27272727259,1421656.4659090908,120200.21237281965,200927.48510009225,2821506.8268546006,0.28215068268546006,0.0,0.0,0.0
hedge_fund_failure_re_survival,17,0.0,218181.81818181818,218181.81818181818,5709090.909090912,525000.0,8925000.0,743181.8181818181,14634090.909090912,943144.5210082647,555984.5924887303,1717310.931678813,1499129.113496995,635405.0447211608,554677.7719938882,80727.27272727259,1502383.7386363633,125752.60280110197,206479.87552837457,3027986.7023829753,0.30279867023829754,0.0,0.0,0.0
hedge_fund_failure_re_survival,18,0.0,218181.81818181818,218181.81818181818,5927272.72727273,525000.0,9450000.0,743181.8181818181,15377272.72727273,986697.817597531,615096.6641742403,1819976.2999535892,1601794.4817717713,673391.230982828,592663.9582555554,80727.27272727259,1583111.0113636358,18474397.03625339,18555124.308980662,21583111.011363637,2.1583111011363636,0.0,0.0,0.0
real_estate_distress_crypto_success,1,2000000.0,218181.81818181818,2218181.8181818184,2218181.8181818184,525000.0,525000.0,2743181.8181818184,2743181.8181818184,271575.0,-2360681.8181818184,129075.0,-2089106.8181818184,47757.75,0.0,47757.75,47757.75,36210.0,83967.75,83967.75,0.008396775,2360681.8181818184,271575.0,2089106.8181818184
real_estate_distress_crypto_success,2,0.0,218181.81818181818,218181.81818181818,2436363.6363636367,525000.0,1050000.0,743181.8181818181,3486363.6363636367,260645.0625,-375867.0681818182,102959.8125,-115222.00568181818,38095.130625,0.0,38095.130625,85852.88062499999,34752.675,72847.80562500001,156815.555625,0.0156815555625,375867.0681818182,260645.0625,2204328.8238636367
real_estate_distress_crypto_success,3,0.0,218181.81818181818,218181.81818181818,2654545.454545455,525000.0,1575000.0,743181.8181818181,4229545.454545455,250153.49581875,-390449.4637568182,77885.85024375003,-140295.9679380682,28817.76459018751,0.0,28817.76459018751,114670.6452151875,33353.7994425,62171.564032687515,218987.11965768752,0.02189871196576875,390449.4637568182,250153.49581875,2344624.791801705
