scenario,year,bonus_depreciation,straight_line_depreciation,total_depreciation,cumulative_depreciation,interest_deduction,cumulative_interest_deduction,total_deductions,cumulative_deductions,hf_stcg,re_taxable_income,total_taxable_income_no_benefit,total_taxable_income_with_benefit,tax_no_benefit,tax_with_benefit,tax_savings,cumulative_tax_savings,lp_cash_distributions,after_tax_cash_ideal,cumulative_after_tax_cash_ideal,after_tax_moic_ideal,passive_loss_generated,passive_loss_used,passive_loss_carryforward
fast_success_crypto_bull,9,0.0,218181.81818181818,218181.81818181818,3963636.363636365,525000.0,4725000.0,743181.8181818181,8688636.363636365,635684.8602213045,139930.89622951037,993797.574632633,775615.7564508149,367705.1026140742,286977.8298868015,80727.2727272727,829046.8068181818,84757.9813628406,165485.2540901133,1458254.5017992016,0.14582545017992016,0.0,0.0,0.0
fast_success_crypto_bull,10,0.0,218181.81818181818,218181.81818181818,4181818.1818181835,525000.0,5250000.0,743181.8181818181,9431818.181818184,668399.4974655984,184616.39957872342,1071197.7152261399,853015.8970443218,396343.15463367174,315615.88190639904,80727.2727272727,909774.0795454545,89119.93299541314,169847.20572268585,1628101.7075218875,0.16281017075218876,0.0,0.0,0.0
fast_success_crypto_bull,11,0.0,218181.81818181818,218181.81818181818,4400000.000000002,525000.0,5775000.0,743181.8181818181,10175000.000000002,702785.9648539668,231562.98939740687,1152530.772433192,934348.9542513737,426436.385800281,345709.11307300825,80727.27272727276,990501.3522727273,93704.79531386225,174432.06804113503,1802533.7755630226,0.18025337755630225,0.0,0.0,0.0
fast_success_crypto_bull,12,0.0,218181.81818181818,218181.81818181818,4618181.81818182,525000.0,6300000.0,743181.8181818181,10918181.81818182,738929.3510766848,280885.07666091557,1237996.2459194185,1019814.4277376004,458058.6109901848,377331.3382629121,80727.2727272727,1071228.625,98523.9134768913,179251.186204164,1981784.9617671866,0.19817849617671868,0.0,0.0,0.0
fast_success_crypto_bull,13,0.0,218181.81818181818,218181.81818181818,4836363.636363639,525000.0,6825000.0,743181.8181818181,11661363.636363639,776919.0651343057,332702.861539958,1327803.744856082,1109621.9266742638,491287.3855967503,410560.1128694776,80727.2727272727,1151955.8977272727,19089443.663232815,19170170.935960088,21151955.897727273,2.1151955897727275,0.0,0.0,0.0
slow_grind,1,2000000.0,218181.81818181818,2218181.8181818184,2218181.8181818184,525000.0,525000.0,2743181.8181818184,2743181.8181818184,395250.0,-2190681.8181818184,422750.0,-1795431.8181818184,156417.5,0.0,156417.5,156417.5,52700.0,209117.5,209117.5,0.02091175,2190681.8181818184,395250.0,1795431.8181818184
slow_grind,2,0.0,218181.81818181818,218181.81818181818,2436363.6363636367,525000.0,1050000.0,743181.8181818181,3486363.6363636367,409494.9374999999,-171178.5681818183,456498.18749999977,238316.3693181816,168904.3293749999,88177.0566477272,80727.27272727272,237144.7727272727,54599.32499999999,135326.59772727272,344444.0977272727,0.03444440977272727,171178.5681818183,409494.9374999999,1557115.4488636367
slow_grind,3,0.0,218181.81818181818,218181.81818181818,2654545.454545455,525000.0,1575000.0,743181.8181818181,4229545.454545455,424248.5735437499,-150986.85345681832,491443.53826874983,273261.7200869316,181834.10915943744,101106.8364321647,80727.27272727275,317872.04545454547,56566.47647249999,137293.74919977275,481737.8469270455,0.04817378469270455,150986.85345681832,424248.5735437499,1283853.728776705
slow_grind,4,0.0,218181.81818181818,218181.81818181818,2872727.2727272734,525000.0,2100000.0,743181.8181818181,4972727.272727273,439528.98223484424,-130082.37120202585,527628.4292146366,309446.6110328184,195222.51880941552,114495.2460821428,80727.27272727272,398599.3181818182,58603.864297979235,139331.13702525196,621068.9839522975,0.062106898395229745,130082.37120202585,439528.98223484424,974407.1177438865
slow_grind,5,0.0,218181.81818181818,218181.81818181818,3090909.0909090918,525000.0,2625000.0,743181.8181818181,5715909.090909092,455354.87803363416,-108439.96072363929,565096.7354918132,346914.91730999487,209085.79213197087,128358.5194046981,80727.27272727276,479326.59090909094,60713.983737817885,141441.25646509064,762510.2404173882,0.07625102404173882,108439.96072363929,455354.87803363416,627492.2004338916
slow_grind,6,0.0,218181.81818181818,218181.81818181818,3309090.90909091,525000.0,3150000.0,743181.8181818181,6459090.90909091,471745.63840863947,-86033.5731553656,603893.8834350919,385712.0652532739,223440.73687098402,142713.46414371135,80727.27272727268,560053.8636363636,62899.41845448526,143626.69118175795,906136.9315991461,0.0906136931599146,86033.5731553656,471745.63840863947,241780.13518061768
slow_grind,7,0.0,218181.81818181818,218181.81818181818,3527272.7272727285,525000.0,3675000.0,743181.8181818181,7202272.727272728,488721.3272884906,-62836.240105932055,644066.9053643767,425885.08718255855,238304.7549848194,157577.48225754665,80727.27272727274,640781.1363636364,65162.84363846542,145890.11636573815,1052027.0479648842,0.10520270479648842,62836.240105932055,304616.37528654974,0.0
slow_grind,8,0.0,218181.81818181818,218181.81818181818,3745454.545454547,525000.0,4200000.0,743181.8181818181,7945454.545454547,506302.71934268123,-38820.041199853236,685664.4963246463,467482.678142828,253695.86364011912,172968.59091284635,80727.27272727276,721508.4090909092,67507.02924569084,148234.3019729636,1200261.3499378478,0.12002613499378478,38820.041199853236,38820.041199853236,0.0
slow_grind,9,0.0,218181.81818181818,218181.81818181818,3963636.363636365,525000.0,4725000.0,743181.8181818181,8688636.363636365,524511.325120403,-13956.070472389867,728737.0728298314,510555.2546480131,269632.7169470376,188905.44421976485,80727.27272727276,802235.6818181819,69934.84334938705,150662.11607665982,1350923.4660145077,0.13509234660145078,13956.070472389867,13956.070472389867,0.0
slow_grind,10,0.0,218181.81818181818,218181.81818181818,4181818.1818181835,525000.0,5250000.0,743181.8181818181,9431818.181818184,543369.4170777766,11785.59842175286,773336.8336813478,555155.0154995294,286134.62846209866,205407.3557348259,80727.27272727276,882962.9545454546,72449.25561037022,153176.528337643,1504099.9943521507,0.15040999943521507,0.0,0.0,0.0
slow_grind,11,0.0,218181.81818181818,218181.81818181818,4400000.000000002,525000.0,5775000.0,743181.8181818181,10175000.000000002,562900.0565248581,38435.94822785893,819517.8229345353,601336.004752717,303221.59448577807,222494.32175850528,80727.2727272728,963690.2272727274,75053.34086998108,155780.61359725386,1659880.6079494045,0.16598806079494044,0.0,0.0,0.0
