scenario,year,re_opening_nav,re_noi_yield,re_noi,gross_rent,re_asset_mgmt_fee,net_re_cashflow,re_appreciation_rate,re_closing_nav,hf_opening_nav,hf_return,hf_harvest,hf_closing_nav,refinance_proceeds,refinance_use_of_proceeds,cumulative_refinance_proceeds,reserve_opening_nav,reserve_closing_nav,retained_cash,lp_cash_yield_target,lp_cash_yield_paid,lp_cash_yield_shortfall,cumulative_lp_cash_yield_shortfall,lp_cash_yield_coverage_ratio,lp_distribution,lp_cumulative_distribution,lp_remaining_hurdle,economic_hurdle_passed,liquidity_available,liquidity_hurdle_passed,gp_fees,gp_cumulative_fees,gp_residual_nav,fund_nav,event_flag
hf_allocation_sensitivity__base_hit_everyone_happy__hf_20,1,7500000.0,0.075,562500.0,900000.0,27000.0,535500.0,0.04,7800000.0,2000000.0,0.2,0.0,2400000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,535500.0,535500.0,19464500.0,False,4850000.0,False,27000.0,27000.0,0.0,10700000.0,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_20,2,7800000.0,0.07687499999999999,599624.9999999999,936000.0,28080.0,571544.9999999999,0.04,8112000.0,2400000.0,0.15,0.0,2760000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,571544.9999999999,1107045.0,18892955.0,False,5288000.0,False,28080.0,55080.0,0.0,11372000.0,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_20,3,8112000.0,0.07879687499999999,639200.2499999999,973440.0,29203.2,609997.0499999999,0.04,8436480.0,2760000.0,0.1,0.0,3036000.0000000005,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,609997.0499999999,1717042.0499999998,18282957.95,False,5645120.0,False,29203.2,84283.2,0.0,11972480.0,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_20,4,8436480.0,0.08076679687499998,681387.4664999999,1012377.6,30371.327999999998,651016.1384999999,0.04,8773939.200000001,3036000.0000000005,0.12,0.0,3400320.000000001,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,651016.1384999999,2368058.1884999997,17631941.8115,False,6093804.800000001,False,30371.327999999998,114654.52799999999,0.0,12674259.200000003,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_20,5,8773939.200000001,0.08278596679687496,726359.0392889997,1052872.7040000001,31586.181120000005,694772.8581689998,0.04,9124896.768000001,3400320.000000001,0.08,0.0,3672345.600000001,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,694772.8581689998,3062831.0466689994,16937168.953331,False,6453569.792000001,False,31586.181120000005,146240.70911999998,0.0,13297242.368000003,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_20,6,9124896.768000001,0.08485561596679683,774298.7358820738,1094987.61216,32849.6283648,741449.1075172737,0.04,9489892.638720002,3672345.600000001,0.06,0.0,3892686.336000001,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,741449.1075172737,3804280.154186273,16195719.845813727,False,6765159.495680002,False,32849.6283648,179090.3374848,0.0,13882578.974720003,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_20,7,9489892.638720002,0.08697700636596674,825402.4524502906,1138787.1166464002,34163.613499392006,791238.8389508985,0.04,9869488.344268803,3892686.336000001,0.06,0.0,4126247.5161600015,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,791238.8389508985,4595518.9931371715,15404481.006862829,False,7093619.602227203,False,34163.613499392006,213253.950984192,0.0,14495735.860428805,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_20,8,9869488.344268803,0.08915143152511591,879879.0143120098,1184338.6013122562,35530.158039367685,844348.8562726422,0.04,10264267.878039556,4126247.5161600015,0.06,0.0,4373822.367129602,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,844348.8562726422,5439867.849409814,14560132.150590185,True,7439889.33663949,False,35530.158039367685,248784.10902355966,0.0,15138090.245169157,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__base_hit_everyone_happy__hf_30,1,6500000.0,0.075,487500.0,780000.0,23400.0,464100.0,0.04,6760000.0,3000000.0,0.2,0.0,3600000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,464100.0,464100.0,19535900.0,False,5790000.0,False,23400.0,23400.0,0.0,10860000.0,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_30,2,6760000.0,0.07687499999999999,519674.9999999999,811200.0,24336.0,495338.9999999999,0.04,7030400.0,3600000.0,0.15,0.0,4139999.9999999995,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,495338.9999999999,959438.9999999999,19040561.0,False,6397600.0,False,24336.0,47736.0,0.0,11670400.0,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_30,3,7030400.0,0.07879687499999999,553973.5499999999,843648.0,25309.44,528664.11,0.04,7311616.0,4139999.9999999995,0.1,0.0,4554000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,528664.11,1488103.1099999999,18511896.89,False,6881904.0,False,25309.44,73045.44,0.0,12365616.0,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_30,4,7311616.0,0.08076679687499998,590535.8042999998,877393.9199999999,26321.8176,564213.9866999999,0.04,7604080.640000001,4554000.0,0.12,0.0,5100480.000000001,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,564213.9866999999,2052317.0966999996,17947682.903300002,False,7501500.160000001,False,26321.8176,99367.2576,0.0,13204560.64,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_30,5,7604080.640000001,0.08278596679687496,629511.1673837997,912489.6768,27374.690304,602136.4770797996,0.04,7908243.865600001,5100480.000000001,0.08,0.0,5508518.400000001,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,602136.4770797996,2654453.573779799,17345546.4262202,False,7985579.366400002,False,27374.690304,126741.947904,0.0,13916762.265600003,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_30,6,7908243.865600001,0.08485561596679683,671058.9044311305,948989.263872,28469.67791616,642589.2265149705,0.04,8224573.620224002,5508518.400000001,0.06,0.0,5839029.504000002,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,642589.2265149705,3297042.8002947695,16702957.19970523,False,8395172.909056002,False,28469.67791616,155211.62582016,0.0,14563603.124224003,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_30,7,8224573.620224002,0.08697700636596674,715348.7921235851,986948.8344268802,29608.465032806405,685740.3270907787,0.04,8553556.565032963,5839029.504000002,0.06,0.0,6189371.274240002,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,685740.3270907787,3982783.1273855483,16017216.87261445,False,8827760.415498242,False,29608.465032806405,184820.09085296642,0.0,15242927.839272965,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_30,8,8553556.565032963,0.08915143152511591,762561.8124037419,1026426.7878039555,30792.803634118663,731769.0087696232,0.04,8895698.827634282,6189371.274240002,0.06,0.0,6560733.550694402,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,731769.0087696232,4714552.136155171,15285447.863844829,True,9284658.257602973,False,30792.803634118663,215612.89448708508,0.0,15956432.378328685,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__base_hit_everyone_happy__hf_40,1,5500000.0,0.075,412500.0,660000.0,19800.0,392700.0,0.04,5720000.0,4000000.0,0.2,0.0,4800000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,392700.0,392700.0,19607300.0,False,6730000.0,False,19800.0,19800.0,0.0,11020000.0,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_40,2,5720000.0,0.07687499999999999,439724.99999999994,686400.0,20592.0,419132.99999999994,0.04,5948800.0,4800000.0,0.15,0.0,5520000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,419132.99999999994,811833.0,19188167.0,False,7507200.0,False,20592.0,40392.0,0.0,11968800.0,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_40,3,5948800.0,0.07879687499999999,468746.8499999999,713856.0,21415.68,447331.1699999999,0.04,6186752.0,5520000.0,0.1,0.0,6072000.000000001,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,447331.1699999999,1259164.17,18740835.83,False,8118688.000000001,False,21415.68,61807.68,0.0,12758752.0,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_40,4,6186752.0,0.08076679687499998,499684.1420999999,742410.24,22272.3072,477411.8348999999,0.04,6434222.08,6072000.000000001,0.12,0.0,6800640.000000002,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,477411.8348999999,1736576.0048999998,18263423.9951,False,8909195.520000001,False,22272.3072,84079.9872,0.0,13734862.080000002,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_40,5,6434222.08,0.08278596679687496,532663.2954785997,772106.6496,23163.199488,509500.0959905997,0.04,6691590.9632,6800640.000000002,0.08,0.0,7344691.200000002,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,509500.0959905997,2246076.1008905997,17753923.8991094,False,9517588.940800002,False,23163.199488,107243.186688,0.0,14536282.163200002,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_40,6,6691590.9632,0.08485561596679683,567819.0729801874,802990.915584,24089.72746752,543729.3455126673,0.04,6959254.601728001,7344691.200000002,0.06,0.0,7785372.672000002,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,543729.3455126673,2789805.446403267,17210194.553596735,False,10025186.322432002,False,24089.72746752,131332.91415552,0.0,15244627.273728002,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_40,7,6959254.601728001,0.08697700636596674,605295.1317968796,835110.55220736,25053.3165662208,580241.8152306587,0.04,7237624.785797121,7785372.672000002,0.06,0.0,8252495.032320003,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,580241.8152306587,3370047.2616339256,16629952.738366075,False,10561901.228769284,False,25053.3165662208,156386.2307217408,0.0,15990119.818117123,
hf_allocation_sensitivity__base_hit_everyone_happy__hf_40,8,7237624.785797121,0.08915143152511591,645244.6104954737,868514.9742956545,26055.44922886963,619189.1612666041,0.04,7527129.777229006,8252495.032320003,0.06,0.0,8747644.734259203,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,619189.1612666041,3989236.4229005296,16010763.57709947,True,11129427.178566454,False,26055.44922886963,182441.67995061044,0.0,16774774.51148821,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__fast_success_crypto_bull__hf_20,1,7500000.0,0.07,525000.0,825000.0,24750.0,500250.0,0.03,7725000.0,2000000.0,1.5,0.0,5000000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,500250.0,500250.0,19499750.0,False,7431250.0,False,24750.0,24750.0,0.0,13225000.0,
hf_allocation_sensitivity__fast_success_crypto_bull__hf_20,2,7725000.0,0.0714,551565.0,849750.0,25492.5,526072.5,0.03,7956750.0,5000000.0,0.8,0.0,9000000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,526072.5,1026322.5,18973677.5,False,11489187.5,False,25492.5,50242.5,0.0,17456750.0,
hf_allocation_sensitivity__fast_success_crypto_bull__hf_20,3,7956750.0,0.072828,579474.189,875242.5,26257.274999999998,553216.914,0.03,8195452.5,9000000.0,0.2,0.0,10800000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,553216.914,1579539.4139999999,18420460.586,True,13348863.125,False,26257.274999999998,76499.775,0.0,19495452.5,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__fast_success_crypto_bull__hf_20,4,8195452.5,0.07428456000000001,608795.5829634,901499.775,27044.99325,581750.5897134,0.03,8441316.075000001,10800000.0,0.05,0.0,11340000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,581750.5897134,2161290.0037134,17838709.9962866,True,13950329.01875,False,27044.99325,103544.76825,0.0,20281316.075000003,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__fast_success_crypto_bull__hf_20,5,8441316.075000001,0.0757702512,639600.6394613481,928544.7682500001,27856.343047500002,611744.2964138481,0.03,8694555.55725,11340000.0,0.05,0.0,11907000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,611744.2964138481,2773034.3001272483,17226965.69987275,True,14580638.8893125,False,27856.343047500002,131401.1112975,0.0,21101555.55725,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__fast_success_crypto_bull__hf_30,1,6500000.0,0.07,455000.00000000006,715000.0,21450.0,433550.00000000006,0.03,6695000.0,3000000.0,1.5,0.0,7500000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,433550.00000000006,433550.00000000006,19566450.0,False,9673750.0,False,21450.0,21450.0,0.0,14695000.0,
hf_allocation_sensitivity__fast_success_crypto_bull__hf_30,2,6695000.0,0.0714,478023.00000000006,736450.0,22093.5,455929.50000000006,0.03,6895850.0,7500000.0,0.8,0.0,13500000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,455929.50000000006,889479.5000000001,19110520.5,True,15723962.5,False,22093.5,43543.5,0.0,20895850.0,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__fast_success_crypto_bull__hf_30,3,6895850.0,0.072828,502210.9638,758543.5,22756.305,479454.65880000003,0.03,7102725.5,13500000.0,0.2,0.0,16200000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,479454.65880000003,1368934.1588,18631065.8412,True,18475681.375,False,22756.305,66299.805,0.0,23802725.5,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__fast_success_crypto_bull__hf_30,4,7102725.5,0.07428456000000001,527622.8385682801,781299.805,23438.994150000002,504183.8444182801,0.03,6698925.268218279,16200000.0,0.05,0.0,0.0,0.0,,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,,18631065.8412,20000000.0,0.0,True,19338951.81625,True,23438.994150000002,89738.79914999999,6698925.268218279,6698925.268218279,LP_HURDLE_ACHIEVED
hf_allocation_sensitivity__fast_success_crypto_bull__hf_40,1,5500000.0,0.07,385000.00000000006,605000.0,18150.0,366850.00000000006,0.03,5665000.0,4000000.0,1.5,0.0,10000000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,366850.00000000006,366850.00000000006,19633150.0,False,11916250.0,False,18150.0,18150.0,0.0,16165000.0,
hf_allocation_sensitivity__fast_success_crypto_bull__hf_40,2,5665000.0,0.0714,404481.0,623150.0,18694.5,385786.5,0.03,5087586.5,10000000.0,0.8,0.0,0.0,0.0,,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,,19633150.0,20000000.0,0.0,True,19958737.5,True,18694.5,36844.5,5087586.5,5087586.5,LP_HURDLE_ACHIEVED
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_20,1,7500000.0,0.085,637500.0,975000.0,29250.0,608250.0,0.08,8100000.000000001,2000000.0,0.8,0.0,3600000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,608250.0,608250.0,19391750.0,False,6125000.0,False,29250.0,29250.0,0.0,12200000.0,
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_20,2,8100000.000000001,0.0884,716040.0000000001,1053000.0000000002,31590.000000000007,684450.0000000001,0.08,8748000.000000002,3600000.0,0.5,0.0,5400000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,684450.0000000001,1292700.0,18707300.0,False,8087000.0,False,31590.000000000007,60840.00000000001,0.0,14648000.000000002,
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_20,3,8748000.000000002,0.09193600000000002,804256.1280000004,1137240.0000000002,34117.200000000004,770138.9280000004,0.08,9447840.000000002,5400000.0,0.3,0.0,7020000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,770138.9280000004,2062838.9280000003,17937161.072,False,9881960.0,False,34117.200000000004,94957.20000000001,0.0,16967840.0,
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_20,4,9447840.000000002,0.09561344000000001,903340.4829696002,1228219.2000000002,36846.576,866493.9069696002,0.08,10203667.200000003,7020000.0,0.2,0.0,8424000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,866493.9069696002,2929332.8349696007,17070667.165030397,True,11474916.8,False,36846.576,131803.776,0.0,19127667.200000003,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_20,5,10203667.200000003,0.09943797760000002,1014632.0304714552,1326476.7360000005,39794.302080000016,974837.7283914551,0.08,11019960.576000003,8424000.0,0.15,0.0,9687600.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,974837.7283914551,3904170.5633610557,16095829.436638944,True,12942590.144000001,False,39794.302080000016,171598.07808000004,0.0,21207560.576000005,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_20,6,11019960.576000003,0.10341549670400002,1139634.6966255384,1432594.8748800005,42977.84624640001,1096656.8503791385,0.08,11901557.422080005,9687600.0,0.1,0.0,10656360.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1096656.8503791385,5000827.413740194,14999172.586259805,True,14131749.35552,False,42977.84624640001,214575.92432640004,0.0,23057917.422080003,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_20,7,11901557.422080005,0.10755211657216004,1280037.6912498053,1547202.4648704007,46416.07394611202,1233621.6173036932,0.08,11310127.046890294,10656360.0,0.1,0.0,0.0,0.0,,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,,14999172.586259807,20000000.0,0.0,True,15435416.503961604,True,46416.07394611202,260991.99827251205,11310127.046890294,11310127.046890294,LP_HURDLE_ACHIEVED
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_30,1,6500000.0,0.085,552500.0,845000.0,25350.0,527150.0,0.08,7020000.0,3000000.0,0.8,0.0,5400000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,527150.0,527150.0,19472850.0,False,7655000.0,False,25350.0,25350.0,0.0,12920000.0,
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_30,2,7020000.0,0.0884,620568.0,912600.0,27378.0,593190.0,0.08,7581600.000000001,5400000.0,0.5,0.0,8100000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,593190.0,1120340.0,18879660.0,False,10495400.0,False,27378.0,52728.0,0.0,16181600.0,
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_30,3,7581600.000000001,0.09193600000000002,697021.9776000002,985608.0000000001,29568.24,667453.7376000002,0.08,8188128.000000002,8100000.0,0.3,0.0,10530000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,667453.7376000002,1787793.7376,18212206.2624,True,13077032.0,False,29568.24,82296.24,0.0,19218128.0,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_30,4,8188128.000000002,0.09561344000000001,782895.0852403202,1064456.6400000004,31933.69920000001,750961.3860403202,0.08,8843178.240000002,10530000.0,0.2,0.0,12636000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,750961.3860403202,2538755.1236403203,17461244.87635968,True,15346794.56,False,31933.69920000001,114229.93920000002,0.0,21979178.240000002,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_30,5,8843178.240000002,0.09943797760000002,879347.7597419278,1149613.1712000002,34488.39513600001,844859.3646059278,0.08,7965646.9874462485,12636000.0,0.15,0.0,0.0,0.0,,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,,17461244.87635968,20000000.0,0.0,True,17419058.1248,True,34488.39513600001,148718.33433600003,7965646.9874462485,7965646.9874462485,LP_HURDLE_ACHIEVED
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_40,1,5500000.0,0.085,467500.00000000006,715000.0,21450.0,446050.00000000006,0.08,5940000.0,4000000.0,0.8,0.0,7200000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,446050.00000000006,446050.00000000006,19553950.0,False,9185000.0,False,21450.0,21450.0,0.0,13640000.0,
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_40,2,5940000.0,0.0884,525096.0,772200.0,23166.0,501930.0,0.08,6415200.0,7200000.0,0.5,0.0,10800000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,501930.0,947980.0,19052020.0,False,12903800.0,False,23166.0,44616.0,0.0,17715200.0,
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_40,3,6415200.0,0.09193600000000002,589787.8272,833976.0,25019.28,564768.5472,0.08,6928416.0,10800000.0,0.3,0.0,14040000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,564768.5472,1512748.5472,18487251.4528,True,16272104.0,False,25019.28,69635.28,0.0,21468416.0,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
hf_allocation_sensitivity__exceptional_dynasty_outcome__hf_40,4,6928416.0,0.09561344000000001,662449.68751104,900694.0800000001,27020.8224,635428.8651110401,0.08,6978866.69231104,14040000.0,0.2,0.0,0.0,0.0,,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,,18487251.452800002,20000000.0,0.0,True,19218672.32,True,27020.8224,96656.1024,6978866.69231104,6978866.69231104,LP_HURDLE_ACHIEVED
